id_pago,id_prestamo,fecha_vencimiento,fecha_pago,importe_previsto,importe_pagado,dias_retraso,estado_pago
42,3,2025-07-31,2025-07-31,360.11,360.11,0,pagado
43,3,2025-08-30,2025-08-30,360.11,360.11,0,pagado
44,3,2025-09-29,2025-09-29,360.11,360.11,0,pagado
45,3,2025-10-29,2025-10-29,360.11,360.11,0,pagado
46,3,2025-11-28,2025-11-28,360.11,360.11,0,pagado
47,3,2025-12-28,2025-12-28,360.11,360.11,0,pagado
48,3,2026-01-27,2026-01-27,360.11,360.11,0,pagado
49,3,2026-02-26,2026-02-26,360.11,360.11,0,pagado
50,3,2026-03-28,2026-03-28,360.11,360.11,0,pagado
51,3,2026-04-27,2026-04-27,360.11,360.11,0,pagado
52,3,2026-05-27,2026-05-27,360.11,360.11,0,pagado
53,3,2026-06-26,2026-06-26,360.11,360.11,0,pagado
54,4,2023-05-11,2023-05-11,1163.64,1163.64,0,pagado
55,4,2023-06-10,2023-06-10,1163.64,1163.64,0,pagado
56,4,2023-07-10,2023-07-10,1163.64,1163.64,0,pagado
57,4,2023-08-09,2023-08-09,1163.64,1163.64,0,pagado
58,4,2023-09-08,2023-09-08,1163.64,1163.64,0,pagado
59,4,2023-10-08,2023-10-08,1163.64,1163.64,0,pagado
60,4,2023-11-07,2023-12-21,1163.64,1163.64,44,retrasado
61,4,2023-12-07,2023-12-07,1163.64,1163.64,0,pagado
62,4,2024-01-06,2024-01-06,1163.64,1163.64,0,pagado
63,4,2024-02-05,2024-02-05,1163.64,1163.64,0,pagado
64,4,2024-03-06,2024-03-06,1163.64,1163.64,0,pagado
65,4,2024-04-05,2024-04-05,1163.64,1163.64,0,pagado
66,4,2024-05-05,2024-05-05,1163.64,1163.64,0,pagado
67,4,2024-06-04,2024-06-04,1163.64,1163.64,0,pagado
68,4,2024-07-04,2024-07-04,1163.64,1163.64,0,pagado
69,4,2024-08-03,2024-08-03,1163.64,1163.64,0,pagado
70,4,2024-09-02,2024-09-02,1163.64,1163.64,0,pagado
71,4,2024-10-02,2024-10-02,1163.64,1163.64,0,pagado
72,4,2024-11-01,2024-11-01,1163.64,1163.64,0,pagado
73,4,2024-12-01,2024-12-01,1163.64,1163.64,0,pagado
74,4,2024-12-31,2024-12-31,1163.64,1163.64,0,pagado
75,4,2025-01-30,2025-01-30,1163.64,1163.64,0,pagado
76,4,2025-03-01,2025-03-01,1163.64,1163.64,0,pagado
77,4,2025-03-31,2025-03-31,1163.64,1163.64,0,pagado
78,4,2025-04-30,2025-04-30,1163.64,1163.64,0,pagado
79,4,2025-05-30,2025-05-30,1163.64,1163.64,0,pagado
80,4,2025-06-29,2025-06-29,1163.64,1163.64,0,pagado
81,4,2025-07-29,2025-07-29,1163.64,1163.64,0,pagado
82,4,2025-08-28,2025-08-28,1163.64,1163.64,0,pagado
83,4,2025-09-27,2025-09-27,1163.64,1163.64,0,pagado
84,4,2025-10-27,2025-10-27,1163.64,1163.64,0,pagado
85,4,2025-11-26,2025-11-26,1163.64,1163.64,0,pagado
86,4,2025-12-26,2025-12-26,1163.64,1163.64,0,pagado
87,4,2026-01-25,2026-01-25,1163.64,1163.64,0,pagado
88,4,2026-02-24,2026-02-24,1163.64,1163.64,0,pagado
89,4,2026-03-26,2026-03-26,1163.64,1163.64,0,pagado
90,5,2024-09-21,2024-09-21,256.09,256.09,0,pagado
91,5,2024-10-21,2024-10-21,256.09,256.09,0,pagado
92,5,2024-11-20,2024-11-20,256.09,256.09,0,pagado
93,5,2024-12-20,2024-12-20,256.09,256.09,0,pagado
94,5,2025-01-19,2025-01-19,256.09,256.09,0,pagado
95,5,2025-02-18,2025-02-18,256.09,256.09,0,pagado
96,5,2025-03-20,2025-03-20,256.09,256.09,0,pagado
97,5,2025-04-19,2025-04-19,256.09,256.09,0,pagado
98,5,2025-05-19,2025-05-19,256.09,256.09,0,pagado
99,5,2025-06-18,2025-06-18,256.09,256.09,0,pagado
100,5,2025-07-18,2025-07-18,256.09,256.09,0,pagado
101,5,2025-08-17,2025-08-17,256.09,256.09,0,pagado
102,5,2025-09-16,2025-09-16,256.09,256.09,0,pagado
103,5,2025-10-16,2025-10-16,256.09,256.09,0,pagado
104,5,2025-11-15,2025-11-15,256.09,256.09,0,pagado
105,5,2025-12-15,2025-12-15,256.09,256.09,0,pagado
106,5,2026-01-14,2026-01-14,256.09,256.09,0,pagado
107,5,2026-02-13,2026-02-13,256.09,256.09,0,pagado
108,5,2026-03-15,2026-03-15,256.09,256.09,0,pagado
109,5,2026-04-14,2026-04-14,256.09,256.09,0,pagado
110,5,2026-05-14,2026-05-14,256.09,256.09,0,pagado
111,5,2026-06-13,2026-06-13,256.09,256.09,0,pagado
112,6,2024-12-19,2024-12-19,843.68,843.68,0,pagado
113,6,2025-01-18,2025-01-18,843.68,843.68,0,pagado
114,6,2025-02-17,2025-02-17,843.68,843.68,0,pagado
115,6,2025-03-19,2025-03-19,843.68,843.68,0,pagado
116,6,2025-04-18,2025-04-18,843.68,843.68,0,pagado
117,6,2025-05-18,2025-05-18,843.68,843.68,0,pagado
118,6,2025-06-17,2025-06-17,843.68,843.68,0,pagado
119,6,2025-07-17,2025-07-17,843.68,843.68,0,pagado
120,6,2025-08-16,2025-08-16,843.68,843.68,0,pagado
121,6,2025-09-15,2025-09-15,843.68,843.68,0,pagado
122,6,2025-10-15,2025-10-15,843.68,843.68,0,pagado
123,6,2025-11-14,2025-11-14,843.68,843.68,0,pagado
124,6,2025-12-14,2025-12-14,843.68,843.68,0,pagado
125,6,2026-01-13,2026-01-13,843.68,843.68,0,pagado
126,6,2026-02-12,2026-02-12,843.68,843.68,0,pagado
127,6,2026-03-14,2026-03-14,843.68,843.68,0,pagado
128,6,2026-04-13,2026-04-13,843.68,843.68,0,pagado
129,6,2026-05-13,2026-05-13,843.68,843.68,0,pagado
130,6,2026-06-12,2026-06-12,843.68,843.68,0,pagado
131,7,2023-09-06,2023-09-06,1229.97,1229.97,0,pagado
132,7,2023-10-06,2023-10-06,1229.97,1229.97,0,pagado
133,7,2023-11-05,2023-11-05,1229.97,1229.97,0,pagado
134,7,2023-12-05,2023-12-05,1229.97,1229.97,0,pagado
135,7,2024-01-04,2024-01-04,1229.97,1229.97,0,pagado
136,7,2024-02-03,2024-02-03,1229.97,1229.97,0,pagado
137,7,2024-03-04,2024-03-04,1229.97,1229.97,0,pagado
138,7,2024-04-03,2024-04-03,1229.97,1229.97,0,pagado
139,7,2024-05-03,2024-05-03,1229.97,1229.97,0,pagado
140,7,2024-06-02,2024-06-02,1229.97,1229.97,0,pagado
141,7,2024-07-02,2024-07-02,1229.97,1229.97,0,pagado
142,7,2024-08-01,2024-08-01,1229.97,1229.97,0,pagado
143,7,2024-08-31,2024-08-31,1229.97,1229.97,0,pagado
144,7,2024-09-30,2024-09-30,1229.97,1229.97,0,pagado
145,7,2024-10-30,2024-10-30,1229.97,1229.97,0,pagado
146,7,2024-11-29,2024-11-29,1229.97,1229.97,0,pagado
147,7,2024-12-29,2024-12-29,1229.97,1229.97,0,pagado
148,7,2025-01-28,2025-01-28,1229.97,1229.97,0,pagado
149,7,2025-02-27,2025-02-27,1229.97,1229.97,0,pagado
150,7,2025-03-29,2025-03-29,1229.97,1229.97,0,pagado
151,7,2025-04-28,2025-04-28,1229.97,1229.97,0,pagado
152,7,2025-05-28,2025-05-28,1229.97,1229.97,0,pagado
153,7,2025-06-27,2025-06-27,1229.97,1229.97,0,pagado
154,7,2025-07-27,2025-07-27,1229.97,1229.97,0,pagado
155,7,2025-08-26,2025-08-26,1229.97,1229.97,0,pagado
156,7,2025-09-25,2025-09-25,1229.97,1229.97,0,pagado
157,7,2025-10-25,2025-10-25,1229.97,1229.97,0,pagado
158,7,2025-11-24,2025-11-24,1229.97,1229.97,0,pagado
159,7,2025-12-24,2025-12-24,1229.97,1229.97,0,pagado
160,7,2026-01-23,2026-01-23,1229.97,1229.97,0,pagado
161,7,2026-02-22,2026-02-22,1229.97,1229.97,0,pagado
162,7,2026-03-24,2026-03-24,1229.97,1229.97,0,pagado
163,7,2026-04-23,2026-04-23,1229.97,1229.97,0,pagado
164,7,2026-05-23,2026-05-23,1229.97,1229.97,0,pagado
165,7,2026-06-22,2026-06-22,1229.97,1229.97,0,pagado
166,9,2023-10-01,2023-10-01,429.34,429.34,0,pagado
167,9,2023-10-31,2023-11-30,429.34,429.34,30,retrasado
168,9,2023-11-30,2023-11-30,429.34,429.34,0,pagado
169,9,2023-12-30,2023-12-30,429.34,429.34,0,pagado
170,9,2024-01-29,2024-01-29,429.34,429.34,0,pagado
171,9,2024-02-28,2024-02-28,429.34,429.34,0,pagado
172,9,2024-03-29,2024-03-29,429.34,429.34,0,pagado
173,9,2024-04-28,2024-04-28,429.34,429.34,0,pagado
174,9,2024-05-28,2024-05-28,429.34,429.34,0,pagado
175,9,2024-06-27,2024-06-27,429.34,429.34,0,pagado
176,9,2024-07-27,2024-07-27,429.34,429.34,0,pagado
177,9,2024-08-26,2024-08-26,429.34,429.34,0,pagado
178,9,2024-09-25,2024-09-25,429.34,429.34,0,pagado
179,9,2024-10-25,2024-10-25,429.34,429.34,0,pagado
180,9,2024-11-24,2024-11-24,429.34,429.34,0,pagado
181,9,2024-12-24,2024-12-24,429.34,429.34,0,pagado
182,9,2025-01-23,2025-01-23,429.34,429.34,0,pagado
183,9,2025-02-22,2025-02-22,429.34,429.34,0,pagado
184,9,2025-03-24,2025-03-24,429.34,429.34,0,pagado
185,9,2025-04-23,2025-04-23,429.34,429.34,0,pagado
186,9,2025-05-23,2025-05-23,429.34,429.34,0,pagado
187,9,2025-06-22,2025-06-22,429.34,429.34,0,pagado
188,9,2025-07-22,2025-07-22,429.34,429.34,0,pagado
189,9,2025-08-21,2025-08-21,429.34,429.34,0,pagado
190,10,2025-12-22,2025-12-22,1111.03,1111.03,0,pagado
191,10,2026-01-21,2026-01-21,1111.03,1111.03,0,pagado
192,10,2026-02-20,2026-02-20,1111.03,1111.03,0,pagado
193,10,2026-03-22,2026-03-22,1111.03,1111.03,0,pagado
194,10,2026-04-21,2026-04-21,1111.03,1111.03,0,pagado
195,10,2026-05-21,2026-05-21,1111.03,1111.03,0,pagado
196,10,2026-06-20,2026-06-20,1111.03,1111.03,0,pagado
197,11,2025-01-18,2025-01-18,384.66,384.66,0,pagado
198,11,2025-02-17,2025-03-24,384.66,384.66,35,retrasado
199,11,2025-03-19,2025-03-19,384.66,384.66,0,pagado
200,11,2025-04-18,2025-04-18,384.66,384.66,0,pagado
201,11,2025-05-18,2025-05-18,384.66,384.66,0,pagado
202,11,2025-06-17,2025-06-17,384.66,384.66,0,pagado
203,11,2025-07-17,2025-07-17,384.66,384.66,0,pagado
204,11,2025-08-16,2025-08-16,384.66,384.66,0,pagado
205,11,2025-09-15,2025-09-15,384.66,384.66,0,pagado
206,11,2025-10-15,2025-10-15,384.66,384.66,0,pagado
207,11,2025-11-14,2025-11-14,384.66,384.66,0,pagado
208,11,2025-12-14,2025-12-14,384.66,384.66,0,pagado
209,11,2026-01-13,2026-01-13,384.66,384.66,0,pagado
210,11,2026-02-12,2026-02-12,384.66,384.66,0,pagado
211,11,2026-03-14,2026-03-14,384.66,384.66,0,pagado
212,11,2026-04-13,2026-04-13,384.66,384.66,0,pagado
213,11,2026-05-13,2026-06-03,384.66,384.66,21,retrasado
214,11,2026-06-12,2026-06-12,384.66,384.66,0,pagado
215,12,2024-06-14,2024-06-14,1514.94,1514.94,0,pagado
216,12,2024-07-14,2024-07-14,1514.94,1514.94,0,pagado
217,12,2024-08-13,2024-08-13,1514.94,1514.94,0,pagado
218,12,2024-09-12,2024-09-12,1514.94,1514.94,0,pagado
219,12,2024-10-12,2024-10-12,1514.94,1514.94,0,pagado
220,12,2024-11-11,2024-11-11,1514.94,1514.94,0,pagado
221,12,2024-12-11,2024-12-11,1514.94,1514.94,0,pagado
222,12,2025-01-10,2025-01-10,1514.94,1514.94,0,pagado
223,12,2025-02-09,2025-02-09,1514.94,1514.94,0,pagado
224,12,2025-03-11,2025-03-11,1514.94,1514.94,0,pagado
225,12,2025-04-10,2025-04-10,1514.94,1514.94,0,pagado
226,12,2025-05-10,2025-05-10,1514.94,1514.94,0,pagado
227,12,2025-06-09,2025-06-09,1514.94,1514.94,0,pagado
228,12,2025-07-09,2025-07-09,1514.94,1514.94,0,pagado
229,12,2025-08-08,2025-08-08,1514.94,1514.94,0,pagado
230,12,2025-09-07,2025-09-07,1514.94,1514.94,0,pagado
231,12,2025-10-07,2025-10-07,1514.94,1514.94,0,pagado
232,12,2025-11-06,2025-11-06,1514.94,1514.94,0,pagado
233,12,2025-12-06,2025-12-06,1514.94,1514.94,0,pagado
234,12,2026-01-05,2026-01-05,1514.94,1514.94,0,pagado
235,12,2026-02-04,2026-02-04,1514.94,1514.94,0,pagado
236,12,2026-03-06,2026-03-06,1514.94,1514.94,0,pagado
237,12,2026-04-05,2026-04-05,1514.94,1514.94,0,pagado
238,12,2026-05-05,2026-05-05,1514.94,1514.94,0,pagado
239,12,2026-06-04,2026-06-04,1514.94,1514.94,0,pagado
240,15,2025-08-26,2025-10-09,181.79,181.79,44,retrasado
241,15,2025-09-25,2025-09-25,181.79,181.79,0,pagado
242,15,2025-10-25,2025-10-25,181.79,181.79,0,pagado
243,15,2025-11-24,2026-01-05,181.79,181.79,42,retrasado
244,15,2025-12-24,2025-12-24,181.79,181.79,0,pagado
245,15,2026-01-23,2026-01-23,181.79,181.79,0,pagado
246,15,2026-02-22,2026-02-22,181.79,181.79,0,pagado
247,15,2026-03-24,2026-03-24,181.79,181.79,0,pagado
248,15,2026-04-23,2026-04-23,181.79,181.79,0,pagado
249,15,2026-05-23,2026-05-23,181.79,181.79,0,pagado
250,15,2026-06-22,2026-06-22,181.79,181.79,0,pagado
251,16,2025-04-22,2025-04-22,158.34,158.34,0,pagado
252,16,2025-05-22,2025-05-22,158.34,158.34,0,pagado
253,16,2025-06-21,2025-06-21,158.34,158.34,0,pagado
254,16,2025-07-21,2025-07-21,158.34,158.34,0,pagado
255,16,2025-08-20,2025-08-20,158.34,158.34,0,pagado
256,16,2025-09-19,2025-09-19,158.34,158.34,0,pagado
257,16,2025-10-19,2025-10-19,158.34,158.34,0,pagado
258,16,2025-11-18,2025-12-13,158.34,158.34,25,retrasado
259,16,2025-12-18,2025-12-18,158.34,158.34,0,pagado
260,16,2026-01-17,2026-01-17,158.34,158.34,0,pagado
261,16,2026-02-16,2026-02-16,158.34,158.34,0,pagado
262,16,2026-03-18,\N,158.34,0,112,impagado
263,16,2026-04-17,2026-04-17,158.34,158.34,0,pagado
264,16,2026-05-17,2026-05-17,158.34,158.34,0,pagado
265,16,2026-06-16,2026-06-16,158.34,158.34,0,pagado
266,17,2023-09-05,2023-09-05,341.19,341.19,0,pagado
267,17,2023-10-05,2023-10-05,341.19,341.19,0,pagado
268,17,2023-11-04,2023-11-04,341.19,341.19,0,pagado
269,17,2023-12-04,2023-12-04,341.19,341.19,0,pagado
270,17,2024-01-03,2024-01-03,341.19,341.19,0,pagado
271,17,2024-02-02,2024-02-02,341.19,341.19,0,pagado
272,17,2024-03-03,2024-03-03,341.19,341.19,0,pagado
273,17,2024-04-02,2024-04-02,341.19,341.19,0,pagado
274,17,2024-05-02,2024-05-02,341.19,341.19,0,pagado
275,17,2024-06-01,2024-06-01,341.19,341.19,0,pagado
276,17,2024-07-01,2024-07-01,341.19,341.19,0,pagado
277,17,2024-07-31,2024-07-31,341.19,341.19,0,pagado
278,17,2024-08-30,2024-08-30,341.19,341.19,0,pagado
279,17,2024-09-29,2024-11-06,341.19,341.19,38,retrasado
280,17,2024-10-29,2024-10-29,341.19,341.19,0,pagado
281,17,2024-11-28,2024-11-28,341.19,341.19,0,pagado
282,17,2024-12-28,2024-12-28,341.19,341.19,0,pagado
283,17,2025-01-27,2025-01-27,341.19,341.19,0,pagado
284,17,2025-02-26,2025-02-26,341.19,341.19,0,pagado
285,17,2025-03-28,2025-03-28,341.19,341.19,0,pagado
286,17,2025-04-27,2025-04-27,341.19,341.19,0,pagado
287,17,2025-05-27,2025-05-27,341.19,341.19,0,pagado
288,17,2025-06-26,2025-06-26,341.19,341.19,0,pagado
289,17,2025-07-26,2025-07-26,341.19,341.19,0,pagado
290,17,2025-08-25,2025-08-25,341.19,341.19,0,pagado
291,17,2025-09-24,2025-09-24,341.19,341.19,0,pagado
292,17,2025-10-24,2025-10-24,341.19,341.19,0,pagado
293,17,2025-11-23,2025-12-13,341.19,341.19,20,retrasado
294,17,2025-12-23,2025-12-23,341.19,341.19,0,pagado
295,17,2026-01-22,2026-01-22,341.19,341.19,0,pagado
296,17,2026-02-21,2026-02-21,341.19,341.19,0,pagado
297,17,2026-03-23,2026-03-23,341.19,341.19,0,pagado
298,17,2026-04-22,2026-04-22,341.19,341.19,0,pagado
299,17,2026-05-22,2026-05-22,341.19,341.19,0,pagado
300,17,2026-06-21,2026-06-21,341.19,341.19,0,pagado
301,18,2025-03-06,2025-03-06,458.0,458.0,0,pagado
302,18,2025-04-05,2025-04-05,458.0,458.0,0,pagado
303,18,2025-05-05,2025-05-05,458.0,458.0,0,pagado
304,18,2025-06-04,2025-06-04,458.0,458.0,0,pagado
305,18,2025-07-04,2025-07-04,458.0,458.0,0,pagado
306,18,2025-08-03,2025-08-03,458.0,458.0,0,pagado
307,18,2025-09-02,2025-09-02,458.0,458.0,0,pagado
308,18,2025-10-02,2025-10-02,458.0,458.0,0,pagado
309,18,2025-11-01,2025-11-01,458.0,458.0,0,pagado
310,18,2025-12-01,2025-12-01,458.0,458.0,0,pagado
311,18,2025-12-31,2025-12-31,458.0,458.0,0,pagado
312,18,2026-01-30,2026-01-30,458.0,458.0,0,pagado
313,18,2026-03-01,2026-03-01,458.0,458.0,0,pagado
314,18,2026-03-31,2026-03-31,458.0,458.0,0,pagado
315,18,2026-04-30,2026-04-30,458.0,458.0,0,pagado
316,18,2026-05-30,2026-05-30,458.0,458.0,0,pagado
317,18,2026-06-29,2026-06-29,458.0,458.0,0,pagado
318,19,2026-04-27,2026-04-27,594.65,594.65,0,pagado
319,19,2026-05-27,2026-05-27,594.65,594.65,0,pagado
320,19,2026-06-26,2026-06-26,594.65,594.65,0,pagado
321,20,2026-01-28,2026-01-28,456.43,456.43,0,pagado
322,20,2026-02-27,2026-02-27,456.43,456.43,0,pagado
323,20,2026-03-29,2026-03-29,456.43,456.43,0,pagado
324,20,2026-04-28,2026-04-28,456.43,456.43,0,pagado
325,20,2026-05-28,2026-05-28,456.43,456.43,0,pagado
326,20,2026-06-27,2026-06-27,456.43,456.43,0,pagado
327,21,2025-06-05,2025-06-05,1457.8,1457.8,0,pagado
328,21,2025-07-05,2025-07-05,1457.8,1457.8,0,pagado
329,21,2025-08-04,2025-08-04,1457.8,1457.8,0,pagado
330,21,2025-09-03,2025-09-03,1457.8,1457.8,0,pagado
331,21,2025-10-03,2025-10-03,1457.8,1457.8,0,pagado
332,21,2025-11-02,2025-11-02,1457.8,1457.8,0,pagado
333,21,2025-12-02,2025-12-02,1457.8,1457.8,0,pagado
334,21,2026-01-01,2026-01-01,1457.8,1457.8,0,pagado
335,21,2026-01-31,2026-01-31,1457.8,1457.8,0,pagado
336,21,2026-03-02,2026-03-02,1457.8,1457.8,0,pagado
337,21,2026-04-01,2026-04-01,1457.8,1457.8,0,pagado
338,21,2026-05-01,2026-05-01,1457.8,1457.8,0,pagado
339,21,2026-05-31,2026-05-31,1457.8,1457.8,0,pagado
340,21,2026-06-30,2026-06-30,1457.8,1457.8,0,pagado
341,22,2023-03-16,2023-03-16,717.66,717.66,0,pagado
342,22,2023-04-15,2023-04-15,717.66,717.66,0,pagado
343,22,2023-05-15,2023-07-06,717.66,717.66,52,retrasado
344,22,2023-06-14,2023-06-14,717.66,717.66,0,pagado
345,22,2023-07-14,2023-07-14,717.66,717.66,0,pagado
346,22,2023-08-13,2023-08-13,717.66,717.66,0,pagado
347,22,2023-09-12,2023-09-12,717.66,717.66,0,pagado
348,22,2023-10-12,2023-10-12,717.66,717.66,0,pagado
349,22,2023-11-11,2023-11-11,717.66,717.66,0,pagado
350,22,2023-12-11,2023-12-11,717.66,717.66,0,pagado
351,22,2024-01-10,2024-01-10,717.66,717.66,0,pagado
352,22,2024-02-09,2024-02-09,717.66,717.66,0,pagado
353,22,2024-03-10,2024-03-10,717.66,717.66,0,pagado
354,22,2024-04-09,2024-04-09,717.66,717.66,0,pagado
355,22,2024-05-09,2024-05-09,717.66,717.66,0,pagado
356,22,2024-06-08,2024-06-08,717.66,717.66,0,pagado
357,22,2024-07-08,2024-07-08,717.66,717.66,0,pagado
358,22,2024-08-07,2024-08-07,717.66,717.66,0,pagado
359,22,2024-09-06,2024-09-06,717.66,717.66,0,pagado
360,22,2024-10-06,2024-10-06,717.66,717.66,0,pagado
361,22,2024-11-05,2024-11-05,717.66,717.66,0,pagado
362,22,2024-12-05,2024-12-05,717.66,717.66,0,pagado
363,22,2025-01-04,2025-01-04,717.66,717.66,0,pagado
364,22,2025-02-03,2025-02-03,717.66,717.66,0,pagado
365,22,2025-03-05,2025-03-05,717.66,717.66,0,pagado
366,22,2025-04-04,2025-04-04,717.66,717.66,0,pagado
367,22,2025-05-04,2025-05-04,717.66,717.66,0,pagado
368,22,2025-06-03,2025-06-03,717.66,717.66,0,pagado
369,22,2025-07-03,2025-07-03,717.66,717.66,0,pagado
370,22,2025-08-02,2025-08-02,717.66,717.66,0,pagado
371,22,2025-09-01,2025-09-01,717.66,717.66,0,pagado
372,22,2025-10-01,2025-10-01,717.66,717.66,0,pagado
373,22,2025-10-31,2025-10-31,717.66,717.66,0,pagado
374,22,2025-11-30,2025-11-30,717.66,717.66,0,pagado
375,22,2025-12-30,2025-12-30,717.66,717.66,0,pagado
376,22,2026-01-29,2026-01-29,717.66,717.66,0,pagado
377,22,2026-02-28,2026-04-21,717.66,717.66,52,retrasado
378,22,2026-03-30,2026-03-30,717.66,717.66,0,pagado
379,22,2026-04-29,2026-04-29,717.66,717.66,0,pagado
380,22,2026-05-29,2026-05-29,717.66,717.66,0,pagado
381,22,2026-06-28,2026-06-28,717.66,717.66,0,pagado
382,24,2024-05-14,2024-05-14,530.79,530.79,0,pagado
383,24,2024-06-13,2024-06-13,530.79,530.79,0,pagado
384,24,2024-07-13,2024-07-13,530.79,530.79,0,pagado
385,24,2024-08-12,2024-08-12,530.79,530.79,0,pagado
386,24,2024-09-11,2024-09-11,530.79,530.79,0,pagado
387,24,2024-10-11,2024-10-11,530.79,530.79,0,pagado
388,24,2024-11-10,2024-11-10,530.79,530.79,0,pagado
389,24,2024-12-10,2024-12-10,530.79,530.79,0,pagado
390,24,2025-01-09,2025-01-09,530.79,530.79,0,pagado
391,24,2025-02-08,2025-02-08,530.79,530.79,0,pagado
392,24,2025-03-10,2025-03-10,530.79,530.79,0,pagado
393,24,2025-04-09,2025-04-09,530.79,530.79,0,pagado
394,24,2025-05-09,2025-05-09,530.79,530.79,0,pagado
395,24,2025-06-08,2025-06-08,530.79,530.79,0,pagado
396,24,2025-07-08,2025-07-08,530.79,530.79,0,pagado
397,24,2025-08-07,2025-08-07,530.79,530.79,0,pagado
398,24,2025-09-06,2025-09-06,530.79,530.79,0,pagado
399,24,2025-10-06,2025-11-16,530.79,530.79,41,retrasado
400,24,2025-11-05,2025-11-05,530.79,530.79,0,pagado
401,24,2025-12-05,2026-01-26,530.79,530.79,52,retrasado
402,24,2026-01-04,2026-01-04,530.79,530.79,0,pagado
403,24,2026-02-03,2026-02-03,530.79,530.79,0,pagado
404,24,2026-03-05,2026-03-05,530.79,530.79,0,pagado
405,24,2026-04-04,2026-04-04,530.79,530.79,0,pagado
406,24,2026-05-04,2026-05-04,530.79,530.79,0,pagado
407,24,2026-06-03,2026-06-03,530.79,530.79,0,pagado
408,27,2026-05-15,2026-05-15,1006.9,1006.9,0,pagado
409,27,2026-06-14,2026-06-14,1006.9,1006.9,0,pagado
410,28,2025-07-16,2025-07-16,686.17,686.17,0,pagado
411,28,2025-08-15,2025-08-15,686.17,686.17,0,pagado
412,28,2025-09-14,2025-09-14,686.17,686.17,0,pagado
413,28,2025-10-14,2025-10-14,686.17,686.17,0,pagado
414,28,2025-11-13,2025-11-13,686.17,686.17,0,pagado
415,28,2025-12-13,2025-12-13,686.17,686.17,0,pagado
416,28,2026-01-12,2026-01-12,686.17,686.17,0,pagado
417,28,2026-02-11,2026-03-09,686.17,686.17,26,retrasado
418,28,2026-03-13,2026-03-13,686.17,686.17,0,pagado
419,28,2026-04-12,2026-04-12,686.17,686.17,0,pagado
420,28,2026-05-12,2026-05-12,686.17,686.17,0,pagado
421,28,2026-06-11,2026-06-11,686.17,686.17,0,pagado
422,29,2026-04-02,2026-04-02,2003.52,2003.52,0,pagado
423,29,2026-05-02,2026-05-02,2003.52,2003.52,0,pagado
424,29,2026-06-01,2026-06-01,2003.52,2003.52,0,pagado
425,30,2025-05-01,2025-05-01,637.31,637.31,0,pagado
426,30,2025-05-31,2025-05-31,637.31,637.31,0,pagado
