id_cuenta,id_cliente,tipo_cuenta,fecha_apertura,saldo_actual,limite_descubierto,estado_cuenta
110,83,corriente,2026-06-19,-566.26,500,activa
111,84,ahorro,2026-01-23,15258.03,0,activa
112,84,corriente,2024-08-08,-2879.81,0,activa
113,85,corriente,2024-04-25,14517.36,300,activa
114,85,corriente,2025-07-06,-5674.64,1000,cerrada
115,85,corriente,2025-07-03,-4783.88,0,activa
116,86,ahorro,2024-09-06,16640.04,0,activa
117,87,ahorro,2005-10-29,7540.93,0,activa
118,88,corriente,2026-01-30,6521.44,0,activa
119,88,corriente,2026-04-17,-499.32,1000,activa
120,89,corriente,2019-01-03,-5828.46,1000,activa
121,89,corriente,2020-12-04,-10246.62,0,activa
122,90,corriente,2021-12-16,25202.55,300,activa
123,90,corriente,2021-12-08,-8815.77,0,activa
124,91,corriente,2017-11-22,14325.51,1000,activa
125,92,corriente,2026-02-17,12905.91,0,activa
126,92,corriente,2025-03-04,-5520.97,0,activa
127,93,corriente,2023-01-23,590.13,0,activa
128,94,corriente,2025-12-24,-1755.37,1000,activa
129,95,corriente,2021-07-27,7184.31,500,activa
130,95,ahorro,2025-11-17,-3177.39,0,activa
131,96,corriente,2024-09-29,9817.39,500,activa
132,97,corriente,2025-11-01,13781.23,300,activa
133,98,corriente,2016-05-11,-2611.81,300,activa
134,99,corriente,2015-11-19,15036.83,300,activa
135,100,corriente,2012-01-02,21964.35,1000,activa
136,101,corriente,2020-08-06,-5948.06,1000,activa
137,101,corriente,2023-04-21,-5761.39,0,activa
138,102,corriente,2017-07-09,-5169.47,1000,activa
139,102,corriente,2017-04-29,-8178.57,1000,activa
140,103,corriente,2023-01-20,6794.04,300,cerrada
141,104,corriente,2023-02-03,21418.63,1000,activa
142,105,corriente,2023-03-13,16601.32,0,activa
143,106,corriente,2015-11-26,17841.83,0,activa
144,106,corriente,2018-10-13,-7347.64,0,activa
145,107,corriente,2021-02-14,25257.45,0,activa
146,108,corriente,2024-05-24,26100.67,1000,activa
147,108,ahorro,2018-12-17,-6523.83,0,activa
148,109,corriente,2024-01-15,4520.36,300,activa
149,110,corriente,2018-08-08,1085.19,1000,activa
150,110,corriente,2022-06-26,-10075.51,300,activa
151,111,ahorro,2026-06-22,2501.27,0,activa
152,112,corriente,2017-06-12,1601.26,500,activa
153,113,corriente,2020-08-15,7054.45,0,activa
154,114,corriente,2025-09-16,33213.5,500,cerrada
155,115,ahorro,2026-03-18,-775.2,0,activa
156,116,corriente,2023-07-07,8451.24,500,activa
157,117,ahorro,2025-12-19,1541.16,0,activa
158,118,ahorro,2019-02-11,4273.09,0,activa
159,119,ahorro,2022-09-25,546.93,0,activa
160,120,corriente,2018-04-08,11899.66,300,activa
161,121,ahorro,2018-10-10,30895.07,0,activa
162,122,corriente,2022-05-13,10961.79,0,activa
163,122,corriente,2018-05-27,-4411.11,1000,activa
164,123,corriente,2025-09-04,-2815.45,500,activa
165,124,corriente,2026-06-15,-1752.96,0,activa
166,125,corriente,2016-11-03,-1540.74,300,activa
167,126,corriente,2023-06-02,4719.38,1000,activa
168,126,corriente,2020-01-25,-8355.92,500,activa
169,127,corriente,2019-06-26,20335.22,1000,activa
170,128,corriente,2021-03-16,14490.34,500,activa
171,129,corriente,2026-04-06,7444.86,0,activa
172,130,corriente,2026-04-18,-464.97,0,activa
173,131,corriente,2023-05-01,-128.68,0,activa
174,132,corriente,2025-11-23,19592.46,500,activa
175,133,corriente,2025-10-03,1600.99,0,activa
176,134,ahorro,2026-06-15,3902.87,0,activa
177,135,corriente,2026-03-12,3458.67,500,activa
178,135,corriente,2025-10-28,-6873.98,300,activa
179,136,corriente,2014-10-06,6411.21,500,activa
180,136,corriente,2023-10-15,-3694.74,500,activa
181,137,corriente,2025-09-30,4499.39,1000,activa
182,137,corriente,2020-11-25,-5177.16,0,activa
183,138,corriente,2022-12-18,25192.44,500,activa
184,139,ahorro,2026-06-04,-648.29,0,activa
185,140,ahorro,2017-10-26,10332.74,0,activa
186,141,corriente,2025-03-11,16367.79,300,activa
187,142,ahorro,2020-06-14,1701.94,0,activa
188,142,ahorro,2022-08-04,-4243.18,0,activa
189,142,corriente,2026-04-24,-181.85,300,activa
190,143,corriente,2020-05-14,12435.17,300,activa
191,144,corriente,2021-06-09,-742.98,1000,activa
192,144,corriente,2023-01-17,-11758.84,500,activa
193,145,corriente,2026-04-21,3542.63,0,activa
194,145,corriente,2026-01-29,-2708.09,1000,activa
195,146,corriente,2024-01-26,1074.48,0,activa
196,147,corriente,2022-04-16,13137.43,1000,activa
197,148,corriente,2026-05-12,2282.77,0,activa
198,149,corriente,2024-04-19,7163.99,300,activa
199,150,corriente,2025-10-04,13124.5,0,activa
200,151,ahorro,2016-06-20,-1241.6,0,activa
201,152,corriente,2013-02-16,19246.51,500,activa
202,153,corriente,2024-06-24,10069.05,300,cerrada
203,154,ahorro,2014-11-12,9297.23,0,activa
204,155,ahorro,2016-12-30,28196.34,0,activa
205,156,corriente,2023-05-05,-1906.19,1000,activa
206,157,corriente,2023-05-15,12908.51,1000,activa
207,158,corriente,2013-06-20,17366.98,1000,activa
208,159,ahorro,2024-02-11,13649.03,0,activa
209,160,corriente,2025-05-04,18151.95,1000,activa
210,161,corriente,2020-09-27,-4318.51,1000,activa
211,162,corriente,2025-12-15,14410.28,1000,activa
212,163,corriente,2025-10-19,-4661.81,300,activa
213,164,corriente,2017-11-23,19319.52,300,activa
214,165,corriente,2025-03-11,23127.29,0,activa
215,166,corriente,2025-02-25,17576.85,0,activa
216,167,corriente,2026-03-28,-510.7,500,activa
217,168,corriente,2017-05-23,17356.03,300,activa
218,169,corriente,2015-05-06,-3712.82,300,activa
219,170,corriente,2013-12-05,9027.68,500,activa
220,171,ahorro,2024-11-07,13411.23,0,activa
221,172,corriente,2023-12-19,9947.26,300,activa
222,173,ahorro,2014-05-26,-6492.63,0,activa
223,174,corriente,2020-12-05,-2660.63,0,activa
224,175,corriente,2022-06-20,-366.62,500,activa
225,176,ahorro,2025-02-25,10611.55,0,activa
226,177,corriente,2021-11-22,15474.22,500,activa
227,178,ahorro,2023-04-22,22812.42,0,activa
228,178,corriente,2019-03-06,-6767.95,500,activa
229,178,corriente,2021-08-11,-8610.01,0,activa
230,179,corriente,2021-08-08,8622.31,500,activa
231,179,corriente,2020-11-26,-2544.44,1000,activa
232,180,corriente,2025-04-13,10862.41,0,cerrada
233,181,corriente,2014-05-24,-3157.34,1000,activa
234,182,corriente,2025-10-07,11285.16,0,activa
235,183,corriente,2026-05-25,-1057.13,1000,activa
236,183,corriente,2020-05-29,-10340.57,300,bloqueada
237,184,corriente,2024-10-10,5302.21,1000,activa
238,185,corriente,2023-05-01,7889.77,0,activa
239,186,corriente,2025-07-08,7309.93,500,activa
240,187,corriente,2024-05-04,8410.73,1000,activa
241,188,ahorro,2026-06-06,-1222.9,0,bloqueada
242,188,corriente,2026-06-27,211.09,500,activa
243,189,ahorro,2025-08-23,10355.34,0,cerrada
244,190,corriente,2022-09-15,-5650.04,1000,activa
245,190,corriente,2022-08-02,-6248.44,0,activa
246,191,ahorro,2019-11-19,46707.59,0,activa
247,192,corriente,2023-06-23,-1024.82,300,activa
248,192,corriente,2025-06-01,-2857.65,0,activa
249,193,corriente,2020-05-23,16373.98,300,activa
250,194,corriente,2025-06-03,12397.59,0,cerrada
251,195,corriente,2025-12-09,-1552.26,1000,activa
252,196,corriente,2026-05-09,5944.18,0,activa
253,196,corriente,2024-07-24,-6193.41,0,activa
254,197,corriente,2019-11-23,10701.97,1000,activa
255,198,corriente,2026-03-28,7651.26,500,activa
256,199,ahorro,2015-03-03,20007.08,0,activa
257,200,corriente,2026-04-06,4546.92,300,activa
258,201,corriente,2026-03-08,-1653.65,500,activa
259,202,corriente,2018-05-01,18258.73,1000,activa
260,203,corriente,2019-03-05,35700.03,0,activa
261,204,corriente,2019-09-19,15633.64,300,activa
262,204,corriente,2025-06-06,-2091.2,500,activa
263,205,corriente,2025-12-01,-2221.01,1000,activa
264,205,corriente,2026-05-01,-406.9,0,activa
265,206,ahorro,2019-06-22,29885.58,0,activa
266,206,corriente,2015-06-14,-11836.03,0,activa
267,207,corriente,2009-10-09,457.18,500,activa
268,208,ahorro,2018-12-02,10231.91,0,activa
269,209,corriente,2026-06-15,3282.7,1000,activa
270,210,corriente,2026-05-10,979.51,1000,activa
271,211,corriente,2022-11-14,26864.55,300,activa
272,212,corriente,2012-06-12,12839.1,300,activa
273,212,corriente,2018-01-10,-5989.01,300,activa
274,213,corriente,2022-02-10,-2551.72,0,activa
275,214,ahorro,2026-05-29,4277.24,0,activa
276,214,corriente,2024-04-20,-7795.43,1000,activa
277,215,corriente,2021-06-26,17596.38,1000,activa
278,215,ahorro,2022-01-05,-6653.95,0,activa
279,216,corriente,2023-12-07,25702.14,0,activa
280,216,corriente,2013-04-29,-5046.37,500,activa
281,217,ahorro,2021-08-11,7072.48,0,activa
282,218,ahorro,2026-03-03,-1600.48,0,activa
283,218,ahorro,2025-08-19,-7238.13,0,activa
284,219,ahorro,2020-11-22,2353.44,0,activa
285,219,corriente,2024-02-25,-4741.88,0,activa
286,220,corriente,2020-12-06,6082.95,0,activa
287,220,corriente,2023-03-21,-9013.4,500,activa
288,221,ahorro,2026-06-04,2140.52,0,activa
289,222,ahorro,2025-01-12,6611.47,0,activa
290,223,ahorro,2025-05-28,8122.64,0,activa
291,224,corriente,2019-07-26,18812.02,0,cerrada
292,225,corriente,2025-10-21,7116.9,300,activa
293,226,corriente,2026-06-06,6291.93,300,activa
294,227,corriente,2015-09-23,-5284.28,500,activa
295,228,corriente,2026-06-16,5353.79,0,activa
296,229,corriente,2025-03-25,36086.19,0,activa
297,230,corriente,2025-11-12,-2794.32,500,activa
298,231,corriente,2023-01-04,22274.03,500,activa
299,232,corriente,2014-01-03,-4235.99,1000,activa
300,233,corriente,2024-03-06,8308.28,300,activa
301,234,corriente,2023-02-23,19821.79,0,activa
302,235,corriente,2023-03-21,-8231.27,0,activa
303,236,ahorro,2025-11-11,9110.77,0,activa
304,237,ahorro,2022-12-24,-11962.32,0,activa
305,238,corriente,2026-05-31,2597.53,300,activa
306,239,corriente,2022-11-20,17558.23,500,activa
307,240,ahorro,2019-01-12,-5266.75,0,cerrada
308,241,corriente,2021-08-24,9605.93,300,cerrada
309,242,corriente,2023-09-21,2770.35,0,activa
310,243,corriente,2024-05-25,-7666.14,500,activa
311,244,corriente,2025-05-29,34987.27,1000,cerrada
312,245,corriente,2024-07-27,6564.28,1000,activa
313,245,corriente,2026-03-07,-357.85,300,activa
314,246,ahorro,2026-02-19,-4859.28,0,activa
315,247,corriente,2024-05-26,4636.31,0,activa
316,247,corriente,2025-10-24,-4602.58,1000,activa
317,248,corriente,2022-05-18,24011.48,500,activa
318,248,corriente,2025-06-20,-4449.02,300,activa
319,249,corriente,2024-07-04,2722.99,300,cerrada
320,250,corriente,2008-08-08,-687.82,0,cerrada
321,250,corriente,2023-09-02,-9667.49,500,activa
322,250,ahorro,2019-06-13,-11385.85,0,activa
323,251,corriente,2025-08-25,2245.02,1000,activa
324,252,ahorro,2023-05-21,18920.55,0,activa
325,252,corriente,2018-11-28,-4476.43,0,activa
326,253,corriente,2025-01-26,16818.72,1000,activa
327,253,ahorro,2025-01-28,-11622.75,0,activa
328,254,corriente,2024-09-10,9071.68,500,activa
329,254,corriente,2026-06-28,79.39,300,activa
330,255,ahorro,2025-12-11,9657.74,0,activa
331,255,corriente,2025-12-23,-5714.41,0,activa
332,256,corriente,2023-06-17,6692.65,1000,activa
333,256,corriente,2016-08-30,-12263.19,0,activa
334,257,corriente,2026-06-30,-1432.13,0,activa
335,258,corriente,2021-06-27,21296.96,0,cerrada
336,259,corriente,2018-08-28,25497.13,300,activa
337,259,corriente,2012-12-10,-7937.09,1000,cerrada
338,260,corriente,2026-02-27,2886.99,0,activa
339,260,corriente,2026-02-14,-2049.38,300,activa
340,261,ahorro,2025-08-22,2800.89,0,activa
341,261,corriente,2020-06-17,-10766.75,300,activa
342,262,corriente,2018-10-22,13827.05,1000,activa
343,262,corriente,2008-11-23,-5900.86,500,activa
344,263,ahorro,2023-12-21,-1263.19,0,activa
345,264,corriente,2026-03-24,-1021.13,1000,activa
346,265,corriente,2008-09-14,13471.06,300,cerrada
347,266,corriente,2022-06-26,18561.68,0,activa
348,267,corriente,2021-12-05,23399.97,500,activa
349,268,corriente,2021-10-29,-2265.19,500,activa
350,269,corriente,2017-03-15,16079.22,1000,activa
351,269,corriente,2011-01-24,-3945.13,300,activa
352,270,corriente,2026-06-30,602.06,0,activa
353,270,ahorro,2026-06-28,-1004.44,0,activa
354,270,corriente,2026-05-26,-175.89,500,activa
355,271,corriente,2026-05-21,3077.64,1000,activa
356,272,ahorro,2022-11-02,-2132.32,0,activa
357,272,corriente,2021-10-07,-5125.42,0,activa
358,273,corriente,2024-01-09,2569.11,0,activa
359,274,ahorro,2026-06-25,1153.07,0,activa
360,275,corriente,2020-01-13,-6959.37,500,activa
361,276,ahorro,2024-01-21,-7582.36,0,activa
362,276,corriente,2023-04-01,-5706.52,500,activa
363,277,corriente,2025-09-27,-4674.15,300,cerrada
364,278,corriente,2019-12-02,5724.3,500,activa
365,279,corriente,2025-11-12,10623.39,0,activa
366,280,corriente,2014-12-01,1186.49,500,activa
367,281,corriente,2024-08-15,7626.0,0,activa
368,281,corriente,2019-08-22,-8614.98,1000,activa
369,282,corriente,2024-07-24,20616.3,0,activa
370,282,corriente,2018-11-17,-14503.96,0,activa
371,283,corriente,2021-12-28,-4919.41,500,activa
372,284,ahorro,2015-04-13,18124.87,0,activa
373,285,corriente,2024-10-02,4251.35,500,activa
374,285,corriente,2025-11-29,-4091.52,500,activa
375,285,corriente,2024-12-09,-7914.15,0,activa
376,286,corriente,2022-11-29,3958.35,1000,activa
377,286,corriente,2023-07-25,-6284.51,500,activa
378,287,corriente,2025-12-28,487.42,500,activa
379,287,corriente,2020-06-06,-9409.42,1000,activa
380,288,corriente,2022-01-13,8141.66,500,activa
381,288,ahorro,2022-06-07,-9055.47,0,activa
382,289,corriente,2007-06-23,28828.15,500,activa
383,290,corriente,2026-06-21,6311.2,300,activa
384,291,corriente,2023-10-02,7739.76,1000,activa
385,292,corriente,2013-10-26,6757.21,0,activa
386,293,corriente,2024-02-25,26845.87,300,activa
387,294,corriente,2025-12-01,-1622.37,0,activa
388,294,corriente,2025-02-12,-7580.17,500,activa
389,295,corriente,2025-12-03,-5572.55,300,activa
390,295,corriente,2024-01-27,-12472.82,300,activa
391,296,ahorro,2026-03-22,267.85,0,activa
392,296,corriente,2025-10-25,-1754.4,300,activa
393,297,corriente,2024-04-10,2412.78,500,activa
394,297,corriente,2025-07-01,-6410.25,500,activa
395,298,corriente,2023-06-27,-1949.95,300,activa
396,299,corriente,2026-06-28,2811.05,0,activa
397,299,ahorro,2020-06-05,-6301.41,0,activa
398,300,corriente,2019-11-19,7174.51,0,activa
399,300,corriente,2021-08-28,-7803.42,0,activa
400,300,corriente,2025-02-15,-7867.8,500,cerrada
401,301,ahorro,2022-10-27,-1266.62,0,activa
402,302,corriente,2025-01-15,10398.16,500,activa
403,303,corriente,2022-06-27,12504.93,1000,activa
404,304,ahorro,2021-02-16,32933.97,0,activa
405,305,corriente,2024-04-01,11094.41,0,activa
406,306,corriente,2018-05-23,11050.92,500,activa
407,307,corriente,2024-09-04,11888.85,1000,activa
408,308,corriente,2026-06-21,9251.03,500,activa
409,308,ahorro,2026-01-09,-3082.69,0,activa
410,309,corriente,2021-10-22,-1852.39,0,cerrada
411,309,corriente,2023-02-28,-5998.64,300,activa
412,310,corriente,2025-08-10,7544.38,300,activa
413,311,corriente,2019-11-17,24876.73,300,activa
414,312,corriente,2023-10-13,3026.4,0,activa
415,313,corriente,2026-03-05,6077.14,300,activa
416,314,ahorro,2023-02-27,30442.48,0,activa
417,315,corriente,2023-05-11,10290.85,1000,activa
418,316,corriente,2020-02-05,999.82,500,activa
419,316,ahorro,2021-03-08,-11715.12,0,activa
420,317,ahorro,2023-03-13,20037.77,0,activa
421,318,corriente,2025-12-29,2053.27,500,activa
422,318,ahorro,2021-12-22,-5850.01,0,activa
423,319,corriente,2022-07-08,35945.93,1000,activa
424,320,corriente,2024-04-06,5093.0,300,activa
425,321,corriente,2025-05-25,-7499.38,1000,activa
426,322,corriente,2017-06-03,8536.7,1000,activa
427,323,corriente,2026-05-23,-1161.67,300,activa
428,324,corriente,2023-11-14,10652.44,0,activa
429,325,corriente,2018-08-23,1868.31,0,activa
430,326,corriente,2021-07-01,6561.19,500,activa
431,327,corriente,2019-11-30,48926.01,300,activa
432,328,corriente,2021-10-01,7173.55,1000,activa
433,329,corriente,2026-06-09,5341.01,0,activa
434,330,corriente,2025-07-02,978.78,1000,activa
435,331,ahorro,2025-11-06,9587.85,0,activa
436,332,corriente,2024-04-09,-3956.46,1000,activa
437,333,corriente,2025-12-25,14384.61,0,activa
438,333,corriente,2024-06-13,-8527.14,500,activa
439,334,corriente,2017-03-09,5418.58,500,activa
440,334,corriente,2021-05-23,-4560.67,1000,activa
441,335,corriente,2024-08-22,3133.5,500,activa
442,336,ahorro,2022-11-05,29467.85,0,activa
443,337,ahorro,2019-07-30,15890.23,0,activa
444,338,corriente,2022-08-25,8759.09,300,activa
445,338,corriente,2015-08-03,-9915.65,0,activa
446,339,corriente,2014-09-30,-7297.38,300,activa
447,340,corriente,2013-09-30,4373.35,1000,activa
448,340,corriente,2012-07-31,-8990.1,500,activa
449,340,corriente,2024-11-16,-5951.19,1000,activa
450,341,corriente,2024-08-19,30072.47,300,activa
451,342,corriente,2020-12-29,-3415.27,0,activa
452,343,ahorro,2017-08-02,-6396.54,0,activa
453,344,ahorro,2022-01-01,-7825.28,0,activa
454,344,corriente,2016-02-13,-8647.96,500,activa
455,345,ahorro,2025-05-14,6308.51,0,activa
456,346,ahorro,2026-06-18,-254.78,0,activa
457,347,corriente,2024-11-29,6249.29,1000,activa
458,348,corriente,2021-11-13,-2404.01,0,activa
459,349,corriente,2023-03-10,11913.95,500,activa
460,350,corriente,2026-06-07,116.04,500,cerrada
461,351,corriente,2025-09-03,19056.16,500,activa
462,351,corriente,2023-05-30,-5371.96,500,activa
463,352,corriente,2022-11-23,-1799.58,500,activa
464,353,corriente,2025-03-31,7155.79,1000,activa
465,354,ahorro,2024-10-06,17130.53,0,activa
466,355,corriente,2014-10-27,2593.49,500,activa
467,356,corriente,2025-07-26,8067.46,500,activa
468,357,corriente,2026-04-25,2171.09,500,activa
469,358,corriente,2023-02-16,1790.3,0,activa
470,359,ahorro,2025-08-29,3407.49,0,activa
471,360,ahorro,2026-05-07,214.22,0,activa
472,360,ahorro,2026-06-14,-3125.43,0,activa
473,361,corriente,2016-12-09,20378.71,300,activa
474,361,corriente,2008-06-07,-1984.45,500,activa
475,361,corriente,2026-01-18,-3033.32,500,activa
476,362,corriente,2026-06-03,3303.88,300,activa
477,363,ahorro,2021-08-22,-10176.36,0,activa
478,364,ahorro,2025-01-18,-1603.4,0,activa
479,365,corriente,2021-07-10,15273.41,300,activa
480,366,corriente,2025-06-19,11868.36,500,activa
481,366,corriente,2026-05-24,-355.11,500,activa
482,367,corriente,2018-11-11,26089.77,300,activa
483,368,corriente,2024-09-04,22071.54,1000,cerrada
484,368,ahorro,2012-12-01,-3558.62,0,activa
485,369,ahorro,2025-07-28,22881.85,0,activa
486,370,corriente,2012-08-31,4472.44,0,activa
487,371,corriente,2025-12-08,14051.41,500,activa
488,372,corriente,2015-04-30,5625.66,1000,activa
489,372,corriente,2019-01-06,-6189.76,500,activa
490,373,corriente,2022-06-08,28383.21,300,activa
491,374,ahorro,2025-06-07,14226.84,0,activa
492,375,corriente,2024-05-07,1933.76,300,activa
493,375,corriente,2024-11-16,-3957.55,0,activa
494,376,corriente,2023-03-27,11195.24,0,activa
495,377,ahorro,2021-02-03,35618.07,0,activa
496,377,ahorro,2024-08-14,-6763.94,0,activa
497,378,corriente,2018-05-09,33850.24,1000,activa
498,379,corriente,2018-06-05,-492.73,300,activa
499,380,corriente,2022-04-05,-10124.61,0,activa
500,381,corriente,2025-09-24,9341.97,1000,activa
501,382,corriente,2021-11-03,-5531.97,0,activa
502,383,corriente,2018-10-02,15108.9,300,activa
503,384,corriente,2015-10-25,5102.48,1000,activa
504,385,corriente,2023-12-31,12320.08,1000,activa
505,386,corriente,2024-12-10,16651.28,300,activa
506,387,ahorro,2011-02-03,26052.85,0,activa
507,388,corriente,2025-12-28,9598.88,300,activa
508,389,corriente,2025-03-18,15697.59,1000,activa
509,390,corriente,2020-08-16,11363.04,0,activa
510,391,corriente,2012-04-18,-4963.22,0,activa
511,391,corriente,2013-09-26,-12040.76,300,activa
512,392,corriente,2017-03-31,32051.22,1000,activa
513,393,corriente,2026-04-02,8711.78,0,activa
514,393,ahorro,2025-05-23,-5592.01,0,activa
515,394,corriente,2019-05-18,12192.87,300,activa
516,395,corriente,2017-12-04,16409.46,1000,activa
517,395,corriente,2008-02-01,-10818.13,300,activa
518,396,corriente,2018-03-23,31320.88,0,activa
519,397,corriente,2020-06-16,-116.52,0,activa
520,398,corriente,2008-10-27,7770.06,0,activa
521,399,ahorro,2025-08-30,19811.74,0,activa
522,400,corriente,2024-05-09,17076.16,300,activa
523,401,ahorro,2026-05-15,6797.38,0,activa
524,402,ahorro,2019-07-12,7721.81,0,activa
525,402,corriente,2022-07-22,-6467.76,500,activa
526,402,corriente,2024-12-22,-3919.61,0,activa
527,403,ahorro,2015-05-24,23728.19,0,activa
528,404,corriente,2021-09-30,19751.42,0,activa
529,404,corriente,2012-03-03,-4466.82,500,activa
530,405,corriente,2024-09-19,18261.17,300,activa
531,406,corriente,2024-08-05,25811.84,500,activa
532,407,ahorro,2023-11-06,8540.57,0,activa
533,407,ahorro,2018-02-03,-8804.85,0,activa
534,408,corriente,2021-08-16,-3754.31,500,activa
535,408,corriente,2018-04-22,-5380.56,1000,activa
536,409,ahorro,2020-09-15,-7997.45,0,activa
537,410,ahorro,2019-03-24,10807.65,0,bloqueada
538,411,corriente,2014-06-16,12186.85,300,activa
